orgao_emissor;tipo_de_documento;fornecedor_cnpj_cpf;fornecedor_nome_empresarial;numero;serie;sequencial;natureza;indicador_de_orcamento;item_da_nota_fiscal;codigo_do_item;desc_do_item_de_material;desc_da_unid_de_fornecimento;unid_orcamentaria;elemento_item_de_despesa;qtde_na_nota_fiscal;valor_unitario_r;valor_total_r
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026146;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;57727,87;57727,87
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026147;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;18332,03;18332,03
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026148;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;25116,23;25116,23
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;39.928.043/0001-77;SAUDE FARMA LTDA;332;;1;Consumo;Despesa extra orçamentária;1;1510347;"FORMULA OU ASSOCIACAO MANIPULADA -  PRINCIPIO ATIVO:   ESPIRONOLACTONA; CONCENTRACAO/DOSAGEM:   1 MG/ML; FORMA FARMACEUTICA:   SOLUCAO ORAL; APRESENTACAO:   FRASCO 50 ML; COMPONENTE:   .;";FRASCO;2271;3012;6,0;8,0;48,0
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026150;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;42365,36;42365,36
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026151;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;47527,58;47527,58
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026152;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;1483,41;1483,41
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026153;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;319304,24;319304,24
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026154;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;81400,84;81400,84
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;20.858.411/0001-20;AMGS COMERCIO E REPRESENTACOES LTDA;645364;2;1;Consumo;Despesa orçamentária;1;605328;"PARAFUSO DE FIXACAO USO MEDICO CIRURGICO -  IDENTIFICACAO:   MINI PARAFUSO DE AUTO COMPRESSAO; MATERIA-PRIMA:   ACO INOXIDAVEL; TAMANHO:   -;";1,00 UNIDADE;2271;3010;2,0;221,85;443,7
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026155;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;33947,65;33947,65
1320 - SECRETARIA DE ESTADO DA SAUDE;Outros;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;454626;;1;Serviço;Despesa orçamentária;1;89796;IMPRESSAO/COPIA MONOCROMATICA FORMATO A4 - (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;4291;3919;31264,0;0,02;625,28
2330 - INSTITUTO DE METROLOGIA E QUALIDADE DE MG;Nota fiscal;06.981.180/0001-16;CEMIG DISTRIBUICAO S.A.;418084899;;1;Serviço;Despesa orçamentária;1;108472;FORNECIMENTO DE ENERGIA ELETRICA EM BAIXA TENSAO ;1,00 MES;2331;3969;1,0;547,6;547,6
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026156;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;32246,54;32246,54
1370 - SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;Outros;01.017.250/0001-05;VOETUR TURISMO E REPRESENTACOES LTDA;1361252;;1;Serviço;Despesa orçamentária;1;133272;EMISSAO,REMARCACAO OU ALTERACAO PASSAGEM AEREA E RODOVIARIA, VIA TELEFONE OU SISTEMA INFORMATIZADO (TAXA POR TRANSACAO);1,00 UNIDADE;1371;3304;1,0;15,78;15,78
1370 - SECRETARIA ESTADO DE MEIO AMB.DESENV SUSTENTAVEL;Outros;01.017.250/0001-05;VOETUR TURISMO E REPRESENTACOES LTDA;1361252;;1;Serviço;Despesa orçamentária;2;133280;PASSAGEM AEREA E / OU RODOVIARIA (BILHETE);1,00 UNIDADE;1371;3304;1,0;446,95;446,95
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026157;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;6535,52;6535,52
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;16.873.137/0001-90;LF ENGENHARIA RODOVIARIA LTDA;2026158;;1;Serviço;Despesa orçamentária;1;1872;SERVICOS DE RECUPERACAO DE RODOVIAS;1,00 UNIDADE;2301;5107;1,0;207,26;207,26
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;04.522.343/0001-77;FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA;8627;;1;Consumo;Despesa extra orçamentária;1;1511416;"FORMULA OU ASSOCIACAO MANIPULADA -  PRINCIPIO ATIVO:   FUROSEMIDA; CONCENTRACAO/DOSAGEM:   2 MG/ML; FORMA FARMACEUTICA:   SOLUCAO ORAL; APRESENTACAO:   FRASCO 80 ML; COMPONENTE:   .;";FRASCO;2271;3012;4,0;19,9;79,6
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;06.981.180/0001-16;CEMIG DISTRIBUICAO S.A.;424992361;;1;Serviço;Despesa orçamentária;1;108472;FORNECIMENTO DE ENERGIA ELETRICA EM BAIXA TENSAO ;1,00 MES;2301;3969;1,0;1982,41;1982,41
2370 - INSTITUTO MINEIRO DE AGROPECUARIA;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;32028;1;1;Serviço;Despesa orçamentária;1;106089;AUXILIAR DE LIMPEZA - 22H, 30H, 36H, 40H OU 44H;CARGA HORARIA 22,00 HORAS POR SEMANA;2371;3703;1,0;2412,34;2412,34
2370 - INSTITUTO MINEIRO DE AGROPECUARIA;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;32028;1;1;Serviço;Despesa orçamentária;2;64483;ADICIONAL INSALUBRIDADE 40%;1,00 UNIDADE;2371;3705;1,0;1372,85;1372,85
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;20.858.411/0001-20;AMGS COMERCIO E REPRESENTACOES LTDA;645368;2;1;Consumo;Despesa orçamentária;1;1239759;"PLACA DE FIXACAO USO MEDICO CIRURGICO -  IDENTIFICACAO:   MINI PLACA 2,0MM; MATERIA-PRIMA:   ACO;";1,00 UNIDADE;2271;3010;1,0;207,74;207,74
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;00.914.711/0001-71;LAGE & LAGE LTDA-ME;90124;;1;Serviço;Despesa orçamentária;1;4740;SERVICOS DE VIGILANCIA E SEGURANCA ELETRONICA;1,00 UNIDADE;1261;3962;1,0;469,26;469,26
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;454739;1;1;Serviço;Despesa orçamentária;1;97292;LOCACAO DE IMPRESSORA MULTIFUNCIOAL MONOCROMATICA 38 PPM (OUTSOURCING ), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;1,0;130,07;130,07
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;32217;1;1;Serviço;Despesa orçamentária;1;64459;DIARIA DE VIAGEM;1,00 UNIDADE;4291;3705;1,0;3148,48;3148,48
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;67.729.178/0002-20;COMERCIAL CIRURGICA RIOCLARENSE LTDA;943109;1;1;Consumo;Despesa orçamentária;1;1489585;"DEXAMETASONA -  PRINCIPIO ATIVO:   DEXAMETASONA, FOSFATO DISSODICO; CONCENTRACAO/DOSAGEM:   4 MG/ML; FORMA FARMACEUTICA:   SOLUCAO INJETAVEL; APRESENTACAO:   AMPOLA OU FRASCO-AMPOLA 2,5 ML; COMPONENTE:   .;";1,00 UNIDADE;2271;3012;2700,0;0,686;1852,2
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;34.274.233/0025-71;VIBRA ENERGIA S.A;4977694;;1;Consumo;Despesa orçamentária;1;14516;"ALCOOL COMBUSTIVEL AUTOMOTIVO -  TIPO:   HIDRATADO;";1,00 LITRO;1251;3026;5000,0;2,9333;14666,88
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;20.858.411/0001-20;AMGS COMERCIO E REPRESENTACOES LTDA;645379;2;1;Consumo;Despesa orçamentária;1;1239660;"PARAFUSO DE FIXACAO USO MEDICO CIRURGICO -  IDENTIFICACAO:   PARAFUSO DE BLOQUEIO, AUTOROSQUEANTE; MATERIA-PRIMA:   ACO INOXIDAVEL ANTIMAGNETICO; TAMANHO:   14MM A 60MM;";1,00 UNIDADE;2271;3010;11,0;105,75;1163,25
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;20.858.411/0001-20;AMGS COMERCIO E REPRESENTACOES LTDA;645379;2;1;Consumo;Despesa orçamentária;2;1384899;"PLACA DE FIXACAO USO MEDICO CIRURGICO -  IDENTIFICACAO:   TIPO VOLAR, PARA RADIO DISTAL; MATERIA-PRIMA:   ACO INOXIDAVEL;";1,00 UNIDADE;2271;3010;1,0;1378,63;1378,63
2470 - AGENCIA REGULADORA DE TRANSPORTES;Nota fiscal;52.635.422/0001-37;SYSTRA ENGENHARIA E CONSULTORIA LTDA;202613987;0;1;Serviço;Despesa orçamentária;1;11207;SERVICOS DE SUPERVISAO DE OBRAS E SERVICOS DO SISTEMA VIARIO;1,00 UNIDADE;2471;3951;1,0;191887,93;191887,93
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;403273;;1;Serviço;Despesa orçamentária;1;97292;LOCACAO DE IMPRESSORA MULTIFUNCIOAL MONOCROMATICA 38 PPM (OUTSOURCING ), PAPEL NAO INCLUSO;1,00 UNIDADE;1261;4002;3,0;118,07;354,21
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;403273;;1;Serviço;Despesa orçamentária;2;127680;LOCACAO DE IMPRESSORA COLORIDA 22 PPM (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;1261;4002;1,0;153,0;153,0
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;454740;1;1;Serviço;Despesa orçamentária;1;89796;IMPRESSAO/COPIA MONOCROMATICA FORMATO A4 - (OUTSOURCING), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;904,0;0,0219;19,88
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;04.522.343/0001-77;FARMACIA DE MANIPULACAO IDEAL FORMULAS LTDA;8617;;1;Consumo;Despesa orçamentária;1;1511408;"FORMULA OU ASSOCIACAO MANIPULADA -  PRINCIPIO ATIVO:   FOSFATO TRICALCICO; CONCENTRACAO/DOSAGEM:   106 MG/ML (EQUIVALENTE A 42,2 MG DE CALCIO/ML); FORMA FARMACEUTICA:   SUSPENSAO ORAL; APRESENTACAO:   FRASCO 100 ML; COMPONENTE:   .;";FRASCO;2271;3012;5,0;21,9;109,5
2370 - INSTITUTO MINEIRO DE AGROPECUARIA;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;705556;;1;Serviço;Despesa orçamentária;1;66311;VALE-ALIMENTACAO - MGS;1,00 UNIDADE;2371;3705;1,0;472,44;472,44
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;26.368.565/0001-10;G S COSTA CONSTRUTORA LTDA;202645;1;1;Serviço;Despesa orçamentária;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;1,00 UNIDADE;2301;5107;0,0001;205470900,0;20547,09
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;07.432.517/0001-07;SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA;447361;;1;Serviço;Despesa orçamentária;1;97292;LOCACAO DE IMPRESSORA MULTIFUNCIOAL MONOCROMATICA 38 PPM (OUTSOURCING ), PAPEL NAO INCLUSO;1,00 UNIDADE;1251;3919;1,0;129,05;129,05
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Nota fiscal;13.183.077/0001-96;UNITEC VAZANTE LTDA;45;;1;Serviço;Despesa orçamentária;1;109460;CURSO TECNICO PROFISSIONALIZANTE  EM ATENDIMENTO AO PROGRAMA TRILHAS DE FUTURO ;UNIDADE;1261;3949;1,0;2893,15;2893,15
2010 - INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;Nota fiscal;21.681.325/0001-57;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;299789;1;1;Consumo;Despesa orçamentária;1;1490150;"FUROSEMIDA -  PRINCIPIO ATIVO:   FUROSEMIDA; CONCENTRACAO/DOSAGEM:   40 MG; FORMA FARMACEUTICA:   COMPRIMIDO; APRESENTACAO:   .; COMPONENTE:   .;";1,00 UNIDADE;2011;3012;3500,0;0,044;154,0
1260 - SECRETARIA DE ESTADO DE EDUCACAO;Outros;***.259.626-**;NILTON FARIA;9468682;13;1;Serviço;Despesa orçamentária;1;4065;LOCACAO DE IMOVEL COMERCIAL -;1,00 MES;1261;3611;1,0;10000,0;10000,0
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;12.927.876/0001-67;SOMA/MG PRODUTOS HOSPITALARES LTDA;385441;;1;Consumo;Despesa orçamentária;1;1489372;"BENZILPENICILINA PROCAINA + ASSOCIACOES -  PRINCIPIO ATIVO (1):   BENZILPENICILINA PROCAINA; PRINCIPIO ATIVO (2):   BENZILPENICILINA POTASSICA; CONCENTRACAO/DOSAGEM:   300.000 UI + 100.000 UI; FORMA FARMACEUTICA:   PO PARA SUSPENSAO INJETAVEL; APRESENTACAO:   FRASCO-AMPOLA; COMPONENTE:   AMPOLA DILUENTE;";FRASCO-AMPOLA;2271;3012;100,0;5,0789;507,89
2350 - UNIVERSIDADE DO ESTADO DE MINAS GERAIS;Outros;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;202632150;;1;Serviço;Despesa orçamentária;1;66290;ACERTOS RETROATIVOS;1,00 UNIDADE;2351;3705;1,0;153,79;153,79
2150 - FUNDACAO HELENA ANTIPOFF;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;31325;1;2;Serviço;Despesa orçamentária;1;106399;ANALISTA  ESPECIALIZADO  EM INFRAESTRUTURA - 30H, 36H, 40H  OU 44H;CARGA HORARIA 40,00 HORAS POR SEMANA;2151;3704;1,0;26832,17;26832,17
2150 - FUNDACAO HELENA ANTIPOFF;Nota fiscal;33.224.254/0001-42;MGS MINAS GERAIS ADMINISTRACAO E SERVICOS S/A;31325;1;2;Serviço;Despesa orçamentária;2;106461;ANALISTA ESPECIALIZADO EM SAUDE E MEIO AMBIENTE II- 20H, 22H, 30H, 36H, 40H OU 44H;CARGA HORARIA 40,00 HORAS POR SEMANA;2151;3704;1,0;8062,59;8062,59
1020 - TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;Nota fiscal;***.996.866-**;FABRICIO SOUZA DUARTE;1;;1;Serviço;Despesa orçamentária;1;100021;CONTRATACAO DE PROFESSOR PARA CURSO DE POS-GRADUACAO -;1,00 UNIDADE;1021;3631;1,0;7179,84;7179,84
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;24.638.170/0001-64;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;2457;;1;Consumo;Despesa orçamentária;1;944165;"DISPOSITIVO DE INFUSAO INTRAVENOSA COLETA SANGUE -  TAMANHO:   23 G; AGULHA:   20X6 MM OU 19X6 MM, COM DISPOSITIVO DE SEGURANCA;";1,00 UNIDADE;2271;3013;4100,0;0,823;3374,3
2270 - FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;Nota fiscal;24.638.170/0001-64;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;2457;;1;Consumo;Despesa orçamentária;2;1194674;"AGULHAS PARA COLETA DE SANGUE -  TIPO:   COLETA MULTIPLA, A VACUO, C/ADAPTADOR DE USO UNIDO; MEDIDAS:   21G, MEDIDAS APROXIMADAS 25 X 8 MM;";1,00 UNIDADE;2271;3013;3000,0;0,752;2256,0
1250 - POLICIA MILITAR DE MINAS GERAIS;Nota fiscal;34.274.233/0025-71;VIBRA ENERGIA S.A;4977408;;1;Consumo;Despesa orçamentária;1;14516;"ALCOOL COMBUSTIVEL AUTOMOTIVO -  TIPO:   HIDRATADO;";1,00 LITRO;1251;3026;5000,0;2,9333;14666,88
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;1;1698907;"DESINFETANTE  -   DILUICAO:   1:300; TIPO:   CONCENTRADO; ACAO PRINCIPAL:   BACTERICIDA E GERMICIDA; PRINCIPIO ATIVO (1):   QUATERNARIO DE AMONIO; PRINCIPIO ATIVO (2):   TENSOATIVOS CATIONICOS; ODOR:   CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO:   FRASCO 1 L;";FRASCO;4291;3017;10,0;28,058;280,58
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;2;1687530;"AGUA SANITARIA -  TEOR:   2%  a 2,5% CLORO ATIVO;";FRASCO 5,00 LITRO;4291;3017;12,0;14,6133;175,36
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;3;470120;"DESODORIZADOR DE AMBIENTES -  APRESENTACAO:   AEROSOL; ESSENCIA:   TALCO;";LATA 300,00 MILILITRO;4291;3017;3,0;11,1033;33,31
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;4;367664;"DETERGENTE  USO DOMESTICO -  APRESENTACAO:   SEMI-PASTOSO; FRAGRANCIA:   NEUTRO;";GALAO 5,00 LITRO;4291;3017;7,0;11,86;83,02
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;5;320242;"RODO -  BASE:   MADEIRA, COM DUAS BORRACHAS; DIMENSAO BASE:   30CM; CABO:   MADEIRA, DE 120CM;";1,00 UNIDADE;4291;3017;3,0;5,4;16,2
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;6;765570;"LIMPADOR INSTANTANEO -  TIPO:   LIMPEZA PESADA; APRESENTACAO:   LIQUIDO; FRAGRANCIA:   PINHO;";1,00 LITRO;4291;3017;17,0;7,0;119,0
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;7;1698923;"DESINFETANTE  -   TIPO:   CONCENTRADO; ACAO PRINCIPAL:   BACTERICIDA E GERMICIDA; PRINCIPIO ATIVO (1):   CLORETO DE BENZALCONIO 2,0%; PRINCIPIO ATIVO (2):   TENSOATIVOS NAO IONICOS; ODOR:   CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO:   FRASCO 5 L; DILUICAO:   1:300;";GALAO;4291;3017;20,0;10,5215;210,43
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;8;141232;"DETERGENTE  USO DOMESTICO -  APRESENTACAO:   LIQUIDO; FRAGRANCIA:   NEUTRO;";FRASCO 500,00 MILILITRO;4291;3017;18,0;2,15;38,7
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;9;765031;"RODO -  BASE:   MADEIRA, COM DUAS BORRACHAS; DIMENSAO BASE:   50CM; CABO:   MADEIRA, DE 125CM;";1,00 UNIDADE;4291;3017;3,0;8,75;26,25
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;10;761273;"DETERGENTE  USO DOMESTICO -  APRESENTACAO:   LIQUIDO E CONCENTRADO; FRAGRANCIA:   NEUTRO;";GALAO 5,00 LITRO;4291;3017;10,0;14,25;142,5
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;11;46884;"HIPOCLORITO DE SODIO PARA LIMPEZA -  APLICACAO:   DESINFETANTE DE PISOS E SUPERFICIES; BASE:   DICLOROISOCIANURETO DE SODIO, C/1% DE CLORO ATIVO;";BALDE 5,00 LITRO;4291;3017;10,0;16,367;163,67
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16879;1;1;Consumo;Despesa orçamentária;12;614980;"AGUA SANITARIA -  TEOR:   10 A 12 POR CENTO DE CLORO ATIVO;";FRASCO 5,00 LITRO;4291;3017;20,0;15,198;303,96
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16906;1;1;Consumo;Despesa orçamentária;1;208744;"RODO -  BASE:   MADEIRA, UM LADO UMA BORRACHA, OUTRO UMA ESPONJA; DIMENSAO BASE:   20CM; CABO:   MADEIRA, DE 120CM;";1,00 UNIDADE;4291;3017;10,0;26,65;266,5
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16906;1;1;Consumo;Despesa orçamentária;2;765570;"LIMPADOR INSTANTANEO -  TIPO:   LIMPEZA PESADA; APRESENTACAO:   LIQUIDO; FRAGRANCIA:   PINHO;";1,00 LITRO;4291;3017;42,0;7,0;294,0
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16906;1;1;Consumo;Despesa orçamentária;3;1260731;"DESENCROSTANTE LIQUIDO -  TIPO:   CONCENTRADO, BIODEGRADAVEL, DILUICAO 1/50; COMPOSICAO:   1-OCTIL PIRROLIDONA, ACIDO HIDROACETICO ETC; ALCALINIDADE:   NAO APLICAVEL; PH:   IGUAL 1,00-2,00; DENSIDADE:   RELATIVA IGUAL 1 AGUA=1; APLICACAO:   LIMPADOR RAPIDA ACAO NA LIMPEZA E REMOCAO RESIDUOS; FINALIDADE:   ESPUMA DE SABAO, RESIDUOS DE GORDURA EM BANHEIROS;";BALDE 5,00 LITRO;4291;3017;10,0;33,0;330,0
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;18.285.097/0001-91;BRUMADINHO PAPEL E COMERCIO LTDA - ME;16906;1;1;Consumo;Despesa orçamentária;4;1698907;"DESINFETANTE  -   DILUICAO:   1:300; TIPO:   CONCENTRADO; ACAO PRINCIPAL:   BACTERICIDA E GERMICIDA; PRINCIPIO ATIVO (1):   QUATERNARIO DE AMONIO; PRINCIPIO ATIVO (2):   TENSOATIVOS CATIONICOS; ODOR:   CONFORME SOLICITADO PELO ORGAO/ENTIDADE; APRESENTACAO:   FRASCO 1 L;";FRASCO;4291;3017;20,0;28,058;561,16
1320 - SECRETARIA DE ESTADO DA SAUDE;Nota fiscal;44.373.705/0001-20;SOS SERVICOS DE DESENTUPIMENTOS E DEDETIZACAO LTDA;83;;1;Serviço;Despesa orçamentária;1;13048;SERVICOS DE LIMPEZA E TRATAMENTO DE CAIXAS DAGUA E RESERVATORIOS.;1,00 UNIDADE;4291;3961;1,0;1199,0;1199,0
2300 - DEPARTAMENTO DE ESTRADAS DE RODAGEM;Nota fiscal;26.368.565/0001-10;G S COSTA CONSTRUTORA LTDA;202643;;1;Serviço;Despesa orçamentária;1;1740;SERVICOS DE IMPLANTACAO E PAVIMENTACAO ASFALTICA;1,00 UNIDADE;2301;5107;0,0001;1139118000,0;113911,8
1030 - TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;Nota fiscal;19.527.639/0001-58;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S.A.;7439166;JUL;1;Serviço;Despesa orçamentária;1;4880;FORNECIMENTO DE ENERGIA ELETRICA EM MEDIA TENSAO;1,00 UNIDADE;4031;3969;1,0;11186,1;11186,1
